"","chamber","id","datetimeFM","deltadiff","xsi","DELTA","del13_samp","del13_ref","FluxH2O","FluxCO2","datetime","date","VPDair","period","WUE","PAR","RefCO2","TAref","Tair_al","RH_al","campaign","day","month","flux_campaign","fluxC_gfm","fluxCO2_fm","fluxCO2_umols","temp"
"389","1","5-2",2014-03-23 08:00:00,-1.23768,-11.4485391179139,14.5501768644713,-11.9846225,-10.7469425,0.00428112130612135,0.0405075997114182,2014-03-23 07:53:00,2014-03-23,0.284542710187595,"Day",9.46191355369876,255.800003051758,439.200012207031,21.0599994659424,20.8794364929199,88.4737396240234,5,2,"March",5,0.437482076883317,0.0364568397402764,4.05075997114182e-05,"ambient"
"390","1","5-2",2014-03-23 08:15:00,-1.00579,-13.7783632715051,14.2196451323973,-11.5647966666667,-10.5590066666667,0.00432054977864027,0.0441914759576321,2014-03-23 08:08:00,2014-03-23,0.293483839253598,"Day",10.2282066453912,252.399993896484,433.299987792969,21.2999992370605,21.0305061340332,88.2213973999023,5,2,"March",5,0.477267940342427,0.0397723283618689,4.41914759576321e-05,"ambient"
"391","1","5-2",2014-03-23 08:30:00,-1.0545566666666,-10.9502479885258,11.8159849239836,-11.1612333333333,-10.1066766666667,0.00149010680615902,0.0506783686578274,2014-03-23 08:23:00,2014-03-23,0.388169998071348,"Day",34.0098900618129,337.200012207031,426.299987792969,21.4200000762939,21.1627159118652,84.5471954345703,5,2,"March",5,0.547326381504536,0.0456105317920447,5.06783686578274e-05,"ambient"
"392","1","5-2",2014-03-23 08:45:00,-0.88423725,-11.7257065337653,10.5919902848421,-10.749895,-9.86565775,0.00999513082206249,0.0940325111150742,2014-03-23 08:38:00,2014-03-23,0.360092459146292,"Day",9.4078319522856,673.200012207031,418,22.0200004577637,21.8487243652344,86.2541809082031,5,2,"March",5,1.0155511200428,0.0846292600035668,9.40325111150742e-05,"ambient"
"393","1","5-2",2014-03-23 09:00:00,-0.6368046666667,-14.5690596907153,9.46208982931952,-10.2153666666667,-9.578562,0.00574166979640722,0.0894668847322464,2014-03-23 08:53:00,2014-03-23,0.419125703675694,"Day",15.582032388597,506,411,22.0400009155273,21.7134532928467,83.8680191040039,5,2,"March",5,0.966242355108261,0.0805201962590218,8.94668847322464e-05,"ambient"
"394","1","5-2",2014-03-23 09:15:00,-0.0210880000000007,-27.9561878876063,0.595530663744263,-9.46967925,-9.44859125,0.0043360129930079,0.0792713984847069,2014-03-23 09:08:00,2014-03-23,0.455266146807322,"Day",18.2820943139555,417,407.5,22.1599998474121,21.3818092346191,82.1179046630859,5,2,"March",5,0.856131103634835,0.0713442586362362,7.92713984847069e-05,"ambient"
"395","1","5-2",2014-03-23 09:30:00,0.58671766666666,-82.738052095055,-46.6990058746623,-9.03830366666667,-9.62502133333333,0.0153769198805094,0.104574866592884,2014-03-23 09:23:00,2014-03-23,0.514994259279261,"Day",6.8007681255747,986,400.399993896484,22.8199996948242,23.3235244750977,82.0239105224609,5,2,"March",5,1.12940855920315,0.0941173799335956,0.000104574866592884,"ambient"
"396","1","5-2",2014-03-23 09:45:00,0.0780084999999993,-129.144322286276,-10.0680226364473,-9.44541025,-9.52341875,0.00953412521630526,0.122068755328655,2014-03-23 09:38:00,2014-03-23,0.553568642859462,"Day",12.8033513887455,1262,396.899993896484,23.4400005340576,23.2158508300781,80.5514678955078,5,2,"March",5,1.31834255754947,0.109861879795789,0.000122068755328655,"ambient"
"397","1","5-2",2014-03-23 10:00:00,-0.726699999999999,-38.3431584357302,28.957269106947,-9.89151633333333,-9.16481633333333,0.0133464951068163,0.114461943507195,2014-03-23 09:53:00,2014-03-23,0.635373644304348,"Day",8.57617993271782,1328.40002441406,395.700012207031,24.0599994659424,23.828857421875,78.4867248535156,5,2,"March",5,1.23618898987771,0.103015749156476,0.000114461943507195,"ambient"
"398","1","5-2",2014-03-23 10:15:00,-1.244525,-37.7247568199,49.8105947997049,-10.4920275,-9.2475025,0.0124864345416427,0.116155214607716,2014-03-23 10:08:00,2014-03-23,0.737266677575179,"Day",9.30251259639685,1391.59997558594,395.700012207031,24.4400005340576,24.1161155700684,75.4635162353516,5,2,"March",5,1.25447631776333,0.104539693146944,0.000116155214607716,"ambient"
"399","1","5-2",2014-03-23 10:30:00,-1.63431066666663,-34.7382959770987,60.8812088665926,-10.7031733333333,-9.06886266666667,0.0154460603371263,0.112670205533504,2014-03-23 10:23:00,2014-03-23,0.789811273642503,"Day",7.29442997595248,1226.59997558594,394.5,24.6399993896484,24.61301612854,74.4850769042969,5,2,"March",5,1.21683821976184,0.101403184980154,0.000112670205533504,"ambient"
"400","1","5-2",2014-03-23 10:45:00,-1.89669725,-62.8848781003781,137.133740395419,-10.9654525,-9.06875525,0.011373458430171,0.132612556219101,2014-03-23 10:38:00,2014-03-23,0.844113102772991,"Day",11.6598268708937,1080.40002441406,394.5,25.2199993133545,24.1985092163086,72.0460510253906,5,2,"March",5,1.43221560716629,0.119351300597191,0.000132612556219101,"ambient"
"401","1","5-2",2014-03-23 11:00:00,-2.44388733333337,-72.4741889498657,218.28887425397,-11.4850966666667,-9.04120933333333,0.017727991566062,0.12232119590044,2014-03-23 10:53:00,2014-03-23,0.983078295310893,"Day",6.89989023542909,1432,393.399993896484,25.4200000762939,25.7002182006836,70.2307586669922,5,2,"March",5,1.32106891572475,0.110089076310396,0.00012232119590044,"ambient"
"402","1","5-2",2014-03-23 11:15:00,-3.03756275,-40.3516629959839,141.642226322072,-12.075,-9.03743725,0.0135027766227722,0.11367255449295,2014-03-23 11:08:00,2014-03-23,0.959847541781043,"Day",8.41845774899686,1292,393.399993896484,25.9599990844727,25.0398845672607,69.7715454101562,5,2,"March",5,1.22766358852386,0.102305299043655,0.00011367255449295,"ambient"
"403","1","5-2",2014-03-23 11:30:00,-3.33219566666667,-38.4546285064736,149.100599814884,-12.452995,-9.12079933333333,0.0140529787167907,0.086703822016716,2014-03-23 11:23:00,2014-03-23,1.05893340045246,"Day",6.1697824898234,1083,394.5,25.5400009155273,25.5573081970215,67.6609268188477,5,2,"March",5,0.936401277780533,0.0780334398150444,8.6703822016716e-05,"ambient"
"404","1","5-2",2014-03-23 11:45:00,-3.5625755833333,-53.4130809227923,238.750005993395,-12.6935033333333,-9.13092775,0.0151767358183861,0.0988066717982292,2014-03-23 11:38:00,2014-03-23,1.14275334215265,"Day",6.51040335554424,1524.80004882812,393.399993896484,25.9799995422363,26.4372520446777,66.8700866699219,5,2,"March",5,1.06711205542088,0.0889260046184063,9.88066717982292e-05,"ambient"
"405","1","5-2",2014-03-23 12:00:00,-3.946569,-48.0148054718858,237.608936539662,-13.003665,-9.057096,0.0101693868637085,0.0854952707886696,2014-03-23 11:53:00,2014-03-23,1.03778545829532,"Day",8.40712148475506,832.200012207031,393.399993896484,26.0400009155273,25.2435836791992,67.7107849121094,5,2,"March",5,0.923348924517632,0.0769457437098026,8.54952707886696e-05,"ambient"
