"chamber","datetimeFM","totalCO2","Corrdel13C_Avg","totalCO2_ref","Corrdel13C_Avg_ref","chamber2","FluxH2O","FluxCO2","Tair_al","Taref_al","condAlert","T_treatment","Water_treatment","PAR","CO2Injection","H2Oin","H2Oout","Cin","CO2in","CO2out","Air_in","Air_out","VPDair","CO2refWTC","CO2sampleWTC","totalCO2_ref_flow","del13C_theor_ref","VPDmol","Date","leafArea","A_area","E_area","gsc_area","iWUE","diffConc","diffDel","Ci","Ci.Ca","DELTAi","xi","DELTAobs","gmes_area","month"
"C02",2013-10-18 08:45:00,399.158282257902,-11.369295,393.793311295541,-8.68331366666667,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-18,24.5353893911953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct"
"C02",2013-10-18 09:00:00,402.824242409019,-11.5347825,392.728961611371,-8.70498233333333,"2",0.0154029605910182,0.0904796719551086,21.4860439300537,18.2099857330322,"no","warmed","control",1248.80004882812,0.112957015633583,0.00195159763097763,0.00282810255885124,775.471921290914,0.114874951541424,0.119018964469433,6.58107137680054,6.60070514678955,1.57585964630099,391.000000941927,403.899999292045,0.115382916433089,-20.1792783510351,0.0155563637344619,2013-10-18,24.5353893911953,3.68772105111068,0.627785454937415,0.0252222123391651,146.209261960117,371.571921998869,8.64449585103507,249.558388242471,0.617871722406279,20.2175160936008,2.08700355268845,0.0185909367946455,0.158291676022852,"Oct"
"C02",2013-10-18 09:30:00,399.615950103491,-11.6870575,392.913375064472,-8.621292,"2",0.0168061312288046,0.0888873115181923,21.6273250579834,18.875,"no","warmed","control",1391.59997558594,0.0888103023171425,0.00207587936893106,0.00287899817340076,690.766636861048,0.115091323852539,0.118157118558884,6.61206865310669,6.63005876541138,1.5847944071467,389.900013074664,399.199999482173,0.115980812975453,-18.7164032653432,0.0156445647299773,2013-10-18,24.5353893911953,3.62282049414264,0.684975117404722,0.0273647401360826,132.390093095226,291.566637378874,7.02934576534322,258.577393583956,0.64773896272388,20.9821174457313,2.36915527466003,0.0171393523097252,0.0663984629130054,"Oct"
"C02",2013-10-18 09:45:00,401.832443448613,-11.6267766666667,393.704477222032,-8.491326,"2",0.0164482798427343,0.08118586987257,21.6066703796387,19.0100154876709,"no","warmed","control",1498.19995117188,0.097881555557251,0.00228779716417193,0.00290381629019976,721.108199118895,0.115226678550243,0.119612887501717,6.61984491348267,6.63364410400391,1.573459914606,389.90001023567,403.899973835087,0.116351008078287,-19.186606800311,0.0155326743791313,2013-10-18,24.5353893911953,3.3089293419449,0.670390006063521,0.0269749911420685,122.666558981163,317.208225283808,7.55983013364436,272.824344074303,0.675475022896875,21.69216058616,2.27329602967803,0.0176955860512719,0.0584868393908561,"Oct"
"C02",2013-10-18 10:00:00,401.520337399273,-11.7217925,394.299880182063,-8.5534005,"2",0.0184021107852459,0.0887063965201378,21.5619144439697,18.8700141906738,"no","warmed","control",1743.19995117188,0.086443766951561,0.00227559683844447,0.00300195510499179,681.414415663904,0.115618370473385,0.11937952041626,6.64234828948975,6.65861845016479,1.53625321085118,389.899985025141,401.600013176614,0.116923086369345,-18.4771809653683,0.0151653821406829,2013-10-18,24.5353893911953,3.61544685946458,0.750023180469661,0.0309101665520199,116.966269119903,279.81440248729,6.75538846536829,276.407944241772,0.688266770848473,22.0196293337209,2.43523710576283,0.0169278777799698,0.0495758376888026,"Oct"
"C02",2013-10-18 09:15:00,401.141504397511,-11.53868,393.726357685429,-8.581716,"2",0.0139835262671113,0.093877799808979,21.916109085083,18.8499984741211,"no","warmed","control",1356.40002441406,0.0880771279335022,0.00209424272179604,0.00279418053105474,689.603984995421,0.114583969116211,0.117949970066547,6.58292102813721,6.59859991073608,1.65560538397737,389.89999989859,400.3999886691,0.115708460684789,-18.6599923736287,0.0163435872060945,2013-10-18,24.5353893911953,3.82622009017992,0.569932926034154,0.0217949752572383,175.555147230974,289.203996326321,7.12131237362866,216.775354207916,0.541397003852227,18.259763298617,2.38448981948822,0.0174791925353734,0.344201736613441,"Oct"
"C02",2013-10-18 10:30:00,397.535293039005,-11.2512225,394.233177762595,-8.55538125,"2",0.0122368279844522,0.0540803112089634,21.4218940734863,18.6650009155273,"no","warmed","control",686.799987792969,0.0546604841947556,0.00239573023281991,0.00298529886640608,573.345167973856,0.116177067160606,0.119900047779083,6.67444562911987,6.68765163421631,1.52452705503527,389.899993048672,401.600026010653,0.117468210275517,-15.9686028987434,0.0150496254198941,2013-10-18,24.5353893911953,2.20417578652208,0.498741951445998,0.0207123905716414,106.418222411272,171.745141963202,4.71738039874343,286.892559190065,0.714373856097445,22.6879707160946,3.33834868002671,0.0161852541229326,0.023730727985408,"Oct"
"C02",2013-10-18 10:45:00,394.340660062027,-11.40528,394.506812960098,-8.80715833333333,"2",0.0164662692695856,0.0747213214635849,23.6083812713623,20.0299987792969,"no","warmed","control",1135.19995117188,0.0680403485894203,0.00243115262128413,0.00339305913075805,620.739764673748,0.115799620747566,0.118285313248634,6.6340446472168,6.65559148788452,1.74093576094045,391.000007187728,398.100006827729,0.116838205839665,-17.3059536737252,0.0171859403844072,2013-10-18,24.5353893911953,3.04545080871629,0.671123209297612,0.0244066950326196,124.779319963069,222.639757846019,5.90067367372518,264.214686200579,0.663689228005749,21.3904442369472,2.7880903692999,0.0169230345792393,0.0478686507401867,"Oct"
"C02",2013-10-18 11:00:00,398.246743062114,-11.61101,395.175627976609,-8.6135215,"2",0.012759362347424,0.10464896261692,24.0625324249268,20.4500007629395,"no","warmed","control",1853.40002441406,0.103574484586716,0.00237804371863604,0.00318193226121366,740.324487746813,0.115931257605553,0.117999665439129,6.64158582687378,6.65959310531616,1.89528511637846,391.000016871985,396.900000350848,0.117169323656044,-19.5396943683448,0.0187096260254537,2013-10-18,24.5353893911953,4.26522526088271,0.52003912161275,0.0173720442389274,245.522357773253,343.424487395965,7.92868436834475,143.292207229048,0.361028488542155,13.6423293066792,2.15571257996296,0.0175970523836213,NA,"Oct"
"C02",2013-10-18 11:15:00,401.860839043734,-11.6990133333333,394.579318971927,-8.44879766666667,"2",0.0141926128417253,0.0899409726262093,23.7952308654785,20.6450004577637,"no","warmed","control",1636.19995117188,0.109133660793304,0.00240584393031895,0.00304666068404913,760.81651371514,0.115384943783283,0.11912526935339,6.61028861999512,6.62464284896851,1.88877663523485,390.99998340881,402.799983991804,0.116441213477034,-19.7945451437281,0.0186453764583894,2013-10-18,24.5353893911953,3.66576503809168,0.578454762442792,0.0193900202194134,189.054214312861,358.016529723336,8.0955318103948,204.684350393197,0.508153819582481,17.4087377813115,2.12508767207781,0.0177157483070524,NA,"Oct"
"C02",2013-10-18 11:30:00,398.312114673553,-11.80172,395.001168790065,-8.637509,"2",0.0197302214801311,0.0662805736064911,23.8096656799316,20.5599937438965,"no","warmed","control",1840.80004882812,0.0837956741452217,0.00254606711678207,0.00330080767162144,673.285395620233,0.116067312657833,0.121272847056389,6.64938068389893,6.66628694534302,1.81018957716572,390.99999340254,407.499976574041,0.117255050976346,-18.3330528209113,0.0178695910875194,2013-10-18,24.5353893911953,2.7014274177477,0.804153590780646,0.0281257691782846,96.0481258529783,265.785419046192,6.53133282091128,301.318809235014,0.739432703207202,23.3294772021044,2.53319161764558,0.0170278018880067,0.0300121386489599,"Oct"
"C02",2013-10-18 11:45:00,395.934092263998,-11.64294,394.733475004856,-8.51655666666667,"2",0.0163090378046036,0.104355357587337,23.685525894165,21.3249588012695,"no","warmed","control",1431.40002441406,0.0785693824291229,0.00266727316193283,0.00324605987407267,656.46415995237,0.115724198520184,0.117700137197971,6.62972402572632,6.6426887512207,1.80426021453431,390.999992879512,396.899986131377,0.116829196562417,-17.918993016247,0.0178110583863209,2013-10-18,24.5353893911953,4.25325866744897,0.664714855124989,0.0233252160226585,182.345949693126,259.564173820993,6.27605301624697,205.963921038564,0.518931540023759,17.6846474246082,2.529101571641,0.0163218838605932,0.215984607986847,"Oct"
"C02",2013-10-18 12:00:00,396.526324025883,-11.670185,393.833193085224,-8.53189775,"2",0.016583289951086,0.0742848217487335,24.7285957336426,21.6249923706055,"no","warmed","control",1743.40002441406,0.0899948179721832,0.00253764679655433,0.00323187769390643,696.591934876681,0.115146934986115,0.118547365069389,6.59665298461914,6.61220359802246,1.99293858141664,391.000004047946,401.600001903827,0.115981290562845,-18.7418591057195,0.0196736286418227,2013-10-18,24.5353893911953,3.02766019174699,0.675892674319528,0.0214720389990328,141.00478263305,294.991932972854,7.07167410571946,250.334485664996,0.623342839836303,20.3575766998094,2.36139316711682,0.0171865720040929,0.0678388176591649,"Oct"
"C02",2013-10-18 12:15:00,397.441210336997,-11.8631966666667,393.835006932862,-8.44318666666667,"2",0.0178356636315584,0.103849366307259,24.4541015625,21.4049911499023,"no","warmed","control",1787.19995117188,0.093523770570755,0.00254744640551507,0.00315841636620462,707.853830823789,0.115409024059772,0.117392987012863,6.6116681098938,6.62535381317139,1.96994678499168,390.999986080732,396.899997077953,0.116245819459723,-18.90118311977,0.0194466612536197,2013-10-18,24.5353893911953,4.23263575121925,0.726936236763327,0.0233631440406003,181.167215502494,310.953833745835,7.03798645310338,206.347856250931,0.519898860594859,17.7094108312284,2.27639525230092,0.0164807966609673,0.241908304784204,"Oct"
"C02",2013-10-18 12:30:00,397.790801398629,-11.7169366666667,392.909257212521,-8.313812,"2",0.0229650214314461,0.0801120847463608,25.654577255249,22.1999988555908,"no","warmed","control",1766.80004882812,0.0962830781936646,0.00249991100281477,0.00350609212182462,715.731194903591,0.1152154058218,0.11907684057951,6.61919736862183,6.64173603057861,2.07953889770507,389.900005496538,401.600005887114,0.116104639350369,-19.0062889932783,0.0205285182399316,2013-10-18,24.5353893911953,3.26516459425378,0.935995800404424,0.0284968144517534,114.579985765843,314.131189016477,7.28935232661163,275.893667141899,0.686986212892263,21.9868470500419,2.27844677615265,0.0170925536683284,0.0474005184889137,"Oct"
